"","x_minBT","x_maxBT","maximaBT","breadthBT","B50","max_RGR","area"
"1",0.336207692307692,-0.432891025641027,-0.751161218618403,-0.769098717948715,-1.11086382198049,0.102070647833477,3.04575417174145
"2",0.331668376068376,-0.135791452991455,-0.61776231261889,-0.467459829059834,-0.508473042389717,-0.147966408166481,-7.43305298426966
"3",-0.223252564102564,0.24849230769231,-0.97371190567943,0.471744871794868,0.046881813865145,-0.114700071007168,-4.39077443052093
"4",0.0988538461538466,-0.139552991452987,-0.814828392446788,-0.238406837606838,0.259090922040926,-0.115504519990005,-4.47286417696496
"5",-0.0965209401709402,0.109949572649576,-0.962447259633475,0.206470512820516,-0.314036588103264,-0.0860282604105529,-3.82645253882607
"6",-0.094491025641025,0.302187179487177,-0.926006005080406,0.396678205128204,0.373868453768463,-0.15051947414244,-6.43388409025385
"7",0.45081923076923,-0.287851282051278,-0.267293010051279,-0.738670512820512,-1.48178534058534,0.0147191490154457,-1.3793116087547
"8",0.169394871794872,-0.300009829059825,-1.29764972667305,-0.469404700854703,0.988174203574207,-0.145358912288025,-4.77321260578889
"9",0.969065384615385,0.144854700854708,-1.23162699870485,-0.824210683760683,0.240734529051199,-0.0344581301480666,-1.50851414449487
"10",0.520200427350427,0.258099999999999,-1.0496215049052,-0.262100427350425,0.471113657946983,-0.146578406742247,-4.93293334014914
"11",0.194127777777778,-0.331989743589745,-0.937224054666643,-0.526117521367524,-0.623302318052325,0.029910202388914,0.63303913481581
"12",0.131161111111112,-0.264985042735042,0.319300562969669,-0.396146153846153,-0.181257890874562,-0.064797020474115,-3.18309905627222
"13",-0.339689743589743,0.109725641025641,-0.142512518438281,0.449415384615385,-0.562895666062332,-0.150093911277077,-7.25457012994573
"14",-0.361875641025642,0.199658119658125,-0.359931274943445,0.561533760683758,-0.393414836398172,-0.0242599040855842,-1.91490083663632
"15",-0.134026068376068,0.234391880341882,-0.5332024639956,0.368417948717948,-1.10629865751532,0.019642808130411,-1.16766544647863
"16",0.155287179487179,0.493236752136752,-1.13713665084309,0.33794957264957,0.0286317447983961,-0.0401734550832811,-1.04695037004914
"17",0.647071367521368,-0.227015384615385,-0.835607013417114,-0.874086752136748,0.628178071311414,-0.151914416347058,-4.96304394728377
"18",-0.398817521367522,0.111753846153846,-0.457334081754414,0.510571367521365,0.307112924112932,-0.0900395094912972,-2.69721900766282
"19",0.393152991452991,0.641006410256409,-1.29857198601142,0.247853418803423,-0.120767322800663,-0.120088280605912,-4.52124407567949
"20",0.20940811965812,0.180251709401709,-0.806703526297738,-0.0291564102564053,0.317096991280327,-0.0601120869953385,-1.96473909326838
"21",0.369359401709401,-0.589200854700856,-0.167105933542356,-0.958560256410252,-0.744937093153744,0.0215618246388146,-0.405092616242307
"22",-0.00180341880341928,0.125539743589741,-0.300102196501307,0.12734316239316,-0.802291936458612,-0.0489964395592065,-3.30464502333419
"23",0.245299145299145,0.139331623931625,-1.22347021988008,-0.105967521367525,0.215426249676256,-0.107950674090624,-4.1727060690671
"24",0.112347008547008,-0.165904700854703,-0.669028689556704,-0.278251709401708,0.646856993006985,-0.108886254310714,-3.81395928957777
"25",-0.158036324786325,0.464826923076927,-1.3541507224465,0.622863247863251,-0.372372040922048,-0.0219011332523722,-1.30228980116111
"26",0.627709401709402,-0.295986752136749,-0.525883885095958,-0.923696153846151,-0.398375861175868,-0.0557644941022222,-3.0807382342953
"27",-0.200088461538462,0.0830764957264947,-0.55246151023513,0.283164957264958,0.0419482905982917,-0.16496684674186,-6.98936618561795
"28",0.482423504273504,0.388402991452992,-0.795984500868869,-0.0940205128205136,-0.95743273763274,-0.0658532626862722,-4.84120102991069
"29",0.173831623931624,-0.493790170940173,-0.582225119628049,-0.667621794871792,-0.42461183631184,-0.0682612997629061,-3.8155723238
"30",-0.160325641025641,-0.311692307692304,-0.719595779184139,-0.151366666666668,0.907964292497613,-0.0434692616879889,-0.0734883241564077
"31",0.490286752136751,-0.0226478632478617,-1.06225303734124,-0.512934615384616,0.356178649745324,-0.0224013616028539,-0.741254896563674
"32",0.223540598290598,0.017802564102567,-0.908208235405422,-0.20573803418803,-0.15413686868688,-0.0418155967174412,-2.22538752841496
"33",-0.00267649572649642,0.132179487179485,-0.406377829003304,0.134855982905982,-0.281823953207287,-0.085671532047588,-4.43326839269316
"34",0.55274358974359,-0.452706410256411,-0.889231633747325,-1.00545,0.179123715790382,-0.0716147824537853,-2.78492527594103
"35",-0.146298717948718,-0.496447008547008,0.146550614827849,-0.350148290598284,-1.03265603038935,-0.0683474488973494,-4.96819713170385
"36",0.292655982905983,-0.17279401709402,-0.781861758850521,-0.465449999999997,-0.563737037037036,-0.034296019800014,-2.7054322294624
"37",0.331849145299145,-0.0455341880341891,-0.441155068072874,-0.377383333333334,-1.10797856772855,-0.055539421511686,-4.12747016812991
"38",0.214375213675213,-0.0124948717948712,-0.248843372719719,-0.226870085470082,-0.44907589139256,0.0120528084635882,-0.611303015008119
"39",0.0579269230769235,-0.163647435897438,-0.577139999166878,-0.221574358974358,0.147284731934764,-0.071261709954594,-2.7889970317671
"40",0.157844444444444,-0.115902991452991,-1.07636814627557,-0.273747435897434,0.750008115341434,-0.206774288037622,-7.1537294148218
"41",0.183745726495727,-0.0959282051282102,-0.353398903623034,-0.279673931623933,-0.116261987395333,-0.0523731797295128,-2.52682876847052
"42",-0.468580341880342,0.436077777777776,-1.12392727341804,0.904658119658116,0.485841927825255,-0.00236176550187728,1.41261370116795
"43",-0.409014957264958,0.714586752136753,-0.682128509998851,1.1236017094017,0.386236847103522,-0.113733926722169,-3.82193321554829
"44",0.306914529914529,-0.503613675213678,-0.286600693131604,-0.810528205128207,-0.76554903306571,-0.079069623829004,-4.83054282945086
"45",-0.227680769230769,-0.0671820512820531,-0.621648426138108,0.16049871794872,1.39833070016404,-0.200780194997514,-5.56739327705855
"46",-0.00857350427350401,0.215686752136754,-0.706973299044439,0.224260256410254,-0.677690909090906,-0.0383346337346071,-2.7858726307141
"47",0.52672735042735,-0.189971794871795,-0.471313988835369,-0.716699145299145,0.17252375032373,-0.0171454354666976,-0.951590687126924
"48",-0.16565641025641,-0.312247008547011,-0.477008626071431,-0.146590598290601,-0.343683333333338,-0.0109060919152337,-0.862465835677355
"49",0.361941880341881,0.161702564102562,-0.52860440855677,-0.200239316239319,0.107346486229826,-0.137384558907255,-5.9125172319641
"50",0.488111538461538,-0.01424786324786,-0.632811169596039,-0.502359401709398,-0.0414930717430764,-0.042096174735748,-2.25433576379744
"51",0.131441452991453,-0.0461410256410275,-1.04778800637122,-0.17758247863248,0.0440598333764939,-0.0510471410659643,-2.54943099263333
"52",0.403907264957264,-0.121382051282048,-0.420060283476335,-0.525289316239316,0.325584675818011,-0.0856492154654871,-3.24378204514017
"53",0.62751623931624,0.231461538461538,-1.16148616884339,-0.396054700854698,0.166459997409998,-0.0154530868971692,-0.528669628757697
"54",-0.0987115384615382,0.0157047008546982,-0.25405098917296,0.114416239316242,-0.0906829318829239,-0.127910456698281,-5.76344908293589
"55",0.452273076923077,0.0959038461538526,-1.28599086939389,-0.356369230769232,0.0540640637140655,-0.0392641421124629,-1.64313068316325
"56",0.104751282051282,-0.381348717948718,-1.16027697012746,-0.4861,-0.24504220409219,-0.0758979386685015,-3.29500139927777
"57",0.289318803418803,-0.154468376068372,-0.613004342147491,-0.443787179487174,-0.24080207200209,-0.102547320051859,-5.42539731940128
"58",-0.53454358974359,0.171155555555558,-0.539790089111104,0.705699145299143,-0.552771794871781,-0.0597044387154272,-3.1529009890406
"59",-0.0275175213675212,0.249145299145297,-0.48871727586921,0.276662820512819,-0.457283531900199,-0.0800208474408706,-4.84332564228632
"60",0.337601282051282,0.311314102564097,-0.627499692335537,-0.0262871794871842,-0.961614098247441,-0.0547406304199909,-4.03706047800384
"61",-0.0212829059829058,-0.556391025641027,-0.264285377125997,-0.535108119658119,1.05520683760685,0.0444485845668287,3.1235646258124
"62",-0.0456517094017093,-0.377991452991452,-0.427860899551913,-0.332339743589742,-0.0376880428213759,-0.13242252653227,-6.24180672202223
"63",0.830405128205128,0.690670512820518,-0.924310024610875,-0.139734615384619,-0.215061633428309,-0.142197396211836,-6.61366309072692
"64",-0.272384615384615,-0.220952564102568,-0.328121770400077,0.051432051282049,0.0872276137442576,-0.112090818592488,-4.21233294755342
"65",0.521779487179487,0.2602047008547,-1.20241099487353,-0.261574786324779,0.145159708193034,-0.17406804154594,-7.23626229450769
"66",-0.281953846153846,-0.189051282051281,-0.155432426345914,0.092902564102566,-0.138672381939056,-0.129570082398859,-5.85821746028803
"67",0.0378329059829055,-0.320917948717948,-0.801599058121194,-0.358750854700851,-0.0101730510230418,-0.00976843760728041,-0.760218382302561
"68",0.0396153846153853,0.219455982905984,-0.639082705149217,0.179840598290603,0.153309116809098,-0.0325454261515645,-0.883652119217942
"69",-0.0373747863247864,-0.108117521367518,-0.450676605175534,-0.0707427350427352,0.0634151212984548,-0.0332076578681678,-1.62270982958376
"70",0.0845209401709406,-0.340295299145296,-0.123941943991262,-0.424816239316243,-1.86413814642146,0.0278608312961329,-2.37339083601624
"71",-0.342744444444445,-0.282464102564106,-0.953984506746121,0.0602803418803433,0.828725520158866,-0.0245833695616157,0.0369790789256399
"72",-0.0686286324786325,-0.539199572649572,-1.06423706560796,-0.470570940170944,0.118126279892945,-0.0852123287726458,-3.24724201475385
"73",0.181765811965811,-0.330603846153842,-0.615097549592402,-0.51236965811966,0.0158011352844589,-0.0463410430720687,-1.66349223224701
"74",-0.183442735042735,0.0519658119658146,-0.0265607958530971,0.235408547008547,-0.430064775964777,-0.0675275211454132,-3.6068858821688
"75",-0.186212820512821,-0.388132905982907,-0.476958731275523,-0.201920085470086,0.488965561598896,-0.0335552556837538,-0.672822096854276
"76",0.0438679487179483,0.341572222222219,-0.526552313543274,0.297704273504273,0.212253759820431,-0.0476242834114586,-1.31562155019743
"77",-0.812315811965812,-0.0618076923076956,-1.00993167870371,0.750508119658122,0.0438189458689564,-0.109706416613942,-4.05420974511966
"78",-0.296888461538462,0.419268376068381,0.1176157424498,0.716156837606839,-0.312062207545548,-0.126618111699108,-5.81429536828205
"79",0.428647008547008,-0.527811111111113,-0.401426572151617,-0.956458119658116,0.571046904946908,-0.0414188547467694,-0.605354909379486
"80",0.119361538461538,-0.0502307692307724,-0.365366379204449,-0.169592307692312,0.423072226538885,-0.112120110219222,-4.43715396500257
"81",-0.108149999999999,-0.210104273504278,-0.226260261368136,-0.101954273504276,-0.662524535957843,-0.0598799918175906,-3.40372383641709
"82",-0.0204628205128206,0.110863675213679,-0.913094786774174,0.131326495726498,0.377223098506445,-0.106745371611354,-3.96144502527692
"83",-0.0683235042735042,-0.0929782051282046,-0.565186005820813,-0.0246547008546969,-0.306506431839772,-0.00449261500632969,-0.912527737274786
"84",0.523725213675213,-0.345320512820514,-0.471834591399439,-0.869045726495727,-0.17175424328758,-0.115201525701786,-5.22711181115171
"85",0.0974662393162395,-0.339318803418806,-0.250782768048623,-0.436785042735039,-0.133646641629969,-0.0567860422489267,-2.24400894704274
"86",0.530639743589743,-0.19915427350427,-0.668567441966175,-0.729794017094022,0.063996602779941,-0.0292581035436972,-1.72617168707649
"87",-0.516521794871795,-0.157967094017096,-0.22935212597946,0.358554700854704,-0.340043952343954,-0.146181515155218,-7.54931623390086
"88",0.393715811965812,-0.176634188034193,-1.32355039392431,-0.570349999999998,0.907873478373471,-0.121910984788541,-3.89763384342948
"89",0.287688461538461,-0.217448290598291,-0.651947458587763,-0.50513675213675,0.275093701977042,-0.0511897773197258,-1.64540124671624
"90",0.23324358974359,0.0359833333333341,-0.819630881722652,-0.197260256410253,-0.278193343693346,0.0331030379304759,0.771925256195303
"91",0.581238461538462,0.0458948717948715,-0.112427708818501,-0.53534358974359,-0.964693127859796,0.0180747702214777,-0.957868845025217
"92",-0.586246153846154,-0.0519277777777774,-1.26835904823131,0.534318376068377,0.207351562634909,-0.0193198297166404,-0.840006928404698
"93",0.512792307692308,0.0841722222222216,-0.820711403247603,-0.428620085470079,0.600595368212034,-0.124858534724,-4.27292625276282
"94",-0.424072222222222,-0.621408974358978,-0.709375309783791,-0.197336752136749,0.0848071311404546,-0.0629140664925829,-1.93498217513633
"95",-0.0601017094017093,0.130292735042737,-0.372310081094188,0.190394444444443,-0.347518147284827,-0.0800444468012347,-4.66817977701795
"96",0.327201282051282,-0.378184615384619,-0.0454354891594591,-0.705385897435903,-1.1855686264353,0.0777234057153661,0.894351691946149
"97",-0.226756837606838,-0.365559401709405,-1.40108783082562,-0.138802564102562,-0.149048985582329,-0.174997998966543,-7.33272399730855
