"Round","Population","Family","Replicate","daytemp","nighttemp","StemIN","StemOUT","secondarytotIN","secondarytotOUT","AvgsecondaryIN","AvgsecondaryOUT","TotIN_Sub","TotOUT_Sub","RGRTOT1","RGRTOT1x"
4,"N10",65,0.02,45,35,1.2,1.2,6,6,0.3,0.6,3,4.8,0.0857142857142857,0.0857142857142857
4,"N10",66,0.04,25,15,2.6,7.3,5,17,0.3,2.7,4.1,53.2,1.71080139372822,1.71080139372822
4,"N10",66,0.03,25,15,2.6,8.6,4,11,0.3,2.6,3.8,37.2,1.25563909774436,1.25563909774436
3,"N10",66,0.02,40,30,2.2,4.5,6,14,0.3,2,4,32.5,1.01785714285714,1.01785714285714
4,"N12",81,0.05,20,10,1.8,5.5,4,12,0.3,2.2,3,31.9,1.37619047619048,1.37619047619048
4,"N12",82,0.02,45,35,3.4,0,2,0,0.3,0,4,0,-0.142857142857143,0
4,"N12",84,0.03,25,15,2.2,2.1,3,7,0.3,2.1,3.1,16.8,0.631336405529954,0.631336405529954
3,"N16",139,0.01,40,30,2.3,2.3,5,6,0.3,2.5,3.8,17.3,0.507518796992481,0.507518796992481
3,"N16",139,0.02,40,30,1.8,4,6,6,0.3,1.6,3.6,13.6,0.396825396825397,0.396825396825397
3,"N16",139,0.05,45,35,1.1,0,7,0,0.3,2.2,3.2,0,-0.142857142857143,0
4,"N16",139,0.01,45,35,0.6,0.6,1,2,0.3,0.6,0.9,1.8,0.142857142857143,0.142857142857143
3,"N18",147,0.06,45,35,2.2,2.2,2,2,0.3,0.9,2.8,4,0.0612244897959184,0.0612244897959184
3,"N19",154,0.03,30,20,1.4,6.5,3,6,0.3,5,2.3,36.5,2.12422360248447,2.12422360248447
4,"N20",156,0.01,45,35,0.9,1,8,6,0.3,0.2,3.3,2.2,-0.0476190476190476,0
3,"N20",159,0.01,40,30,3,5.6,5,8,0.3,1.6,4.5,18.4,0.441269841269841,0.441269841269841
3,"N20",159,0.06,45,35,1.8,2.1,4,4,0.3,0.4,3,3.7,0.0333333333333333,0.0333333333333333
4,"N21",161,0.06,20,10,5.4,10.7,8,8,0.3,2.8,7.8,33.1,0.463369963369963,0.463369963369963
4,"N21",161,0.03,25,15,2.7,6.8,2,6,0.3,1.3,3.3,14.6,0.489177489177489,0.489177489177489
4,"N21",161,0.02,45,35,5.2,4.7,2,4,0.3,0.3,5.8,5.9,0.00246305418719213,0.00246305418719213
4,"N21",164,0.01,45,35,4.1,4.1,3,5,0.3,0.4,5,6.1,0.0314285714285714,0.0314285714285714
4,"N21",165,0.05,20,10,4.7,6.7,6,10,0.3,2.5,6.5,31.7,0.553846153846154,0.553846153846154
4,"N21",165,0.06,20,10,6.1,10.3,4,8,0.3,2.5,7.3,30.3,0.450097847358121,0.450097847358121
4,"N21",165,0.04,25,15,2.8,7.5,7,14,0.3,2.7,4.9,45.3,1.17784256559767,1.17784256559767
3,"N21",165,0.02,40,30,4.5,5.4,6,12,0.3,2.7,6.3,37.8,0.714285714285714,0.714285714285714
4,"N22",168,0.03,25,15,1.9,4.2,5,12,0.3,2.8,3.4,37.8,1.4453781512605,1.4453781512605
4,"N22",168,0.02,45,35,1.3,2.7,1,3,0.3,0.3,1.6,3.6,0.178571428571429,0.178571428571429
4,"N23",182,0.01,45,35,3.4,4,4,6,0.3,0.2,4.6,5.2,0.0186335403726708,0.0186335403726708
3,"N23",184,0.05,45,35,3.7,0,6,0,0.3,0,5.5,0,-0.142857142857143,0
3,"N24",191,0.04,30,20,6.8,15.2,5,7,0.3,3.7,8.3,41.1,0.564543889845095,0.564543889845095
4,"N24",192,0.04,25,15,3.6,7.6,6,9,0.3,2.2,5.4,27.4,0.582010582010582,0.582010582010582
3,"N24",193,0.03,30,20,1.6,6.7,4,4,0.3,2.1,2.8,15.1,0.627551020408163,0.627551020408163
3,"N24",193,0.04,30,20,1.9,6.5,6,8,0.3,2.2,3.7,24.1,0.787644787644788,0.787644787644788
4,"N24",193,0.02,45,35,2.2,0,2,0,0.3,0,2.8,0,-0.142857142857143,0
4,"N26",206,0.02,45,35,2.7,3.5,2,2,0.3,0.05,3.3,3.6,0.012987012987013,0.012987012987013
3,"N27",212,0.04,30,20,4.9,10.4,8,8,0.3,1.7,7.3,24,0.326810176125245,0.326810176125245
4,"N27",221,0.03,25,15,2.7,17.7,6,10,0.3,2.8,4.5,45.7,1.30793650793651,1.30793650793651
4,"N27",221,0.02,45,35,4.8,0,8,0,0.3,0,7.2,0,-0.142857142857143,0
4,"N29",235,0.04,25,15,5.5,10,1,2,0.3,2.3,5.8,14.6,0.216748768472906,0.216748768472906
3,"N29",235,0.04,30,20,0.4,8.1,4,8,0.3,2.1,1.6,24.9,2.08035714285714,2.08035714285714
4,"N29",235,0.02,45,35,3.4,0,3,1,0.3,1,4.3,1,-0.109634551495017,0
4,"N29",236,0.03,25,15,3,5.2,4,8,0.3,1.7,4.2,18.8,0.496598639455782,0.496598639455782
3,"N29",236,0.03,30,20,1.5,4.5,4,10,0.3,3.8,2.7,42.5,2.10582010582011,2.10582010582011
3,"N29",236,0.04,30,20,2.8,4.7,4,9,0.3,3.7,4,38,1.21428571428571,1.21428571428571
3,"N29",236,0.02,40,30,2.6,6.1,6,11,0.3,1.2,4.4,19.3,0.483766233766234,0.483766233766234
4,"N29",236,0.02,45,35,2.5,0,4,0,0.3,0,3.7,0,-0.142857142857143,0
4,"N29",237,0.06,20,10,2,4.2,3,8,0.3,2.7,2.9,25.8,1.12807881773399,1.12807881773399
3,"N29",237,0.01,40,30,3.1,4.3,4,6,0.3,1.8,4.3,15.1,0.358803986710964,0.358803986710964
3,"N29",237,0.02,40,30,1.5,4,4,8,0.3,1,2.7,12,0.492063492063492,0.492063492063492
4,"N30",245,0.04,25,15,1.4,2.4,1,2,0.3,2.6,1.7,7.6,0.495798319327731,0.495798319327731
4,"N30",245,0.01,45,35,1.7,1.9,3,1,0.3,2.2,2.6,4.1,0.0824175824175824,0.0824175824175824
4,"N30",247,0.01,45,35,2.2,0,2,0,0.3,0,2.8,0,-0.142857142857143,0
3,"N30",249,0.06,45,35,1.3,1.8,6,6,0.3,0.7,3.1,6,0.133640552995392,0.133640552995392
4,"N31",251,0.04,25,15,0.7,3.9,1,2,0.3,0.4,1,4.7,0.528571428571429,0.528571428571429
4,"N31",253,0.04,25,15,1.7,3.1,3,12,0.3,2.7,2.6,35.5,1.80769230769231,1.80769230769231
3,"N31",253,0.02,40,30,4.4,10.2,4,5,0.3,5.3,5.6,36.7,0.793367346938776,0.793367346938776
4,"N32",256,0.03,25,15,1.2,3.3,2,8,0.3,2.3,1.8,21.7,1.57936507936508,1.57936507936508
4,"N32",258,0.05,20,10,2.3,1.6,6,8,0.3,1.7,4.1,15.2,0.386759581881533,0.386759581881533
4,"N32",258,0.04,25,15,1.9,2.4,4,9,0.3,3.4,3.1,33,1.3778801843318,1.3778801843318
3,"N32",258,0.05,45,35,0.7,0,1,0,0.3,0,1,0,-0.142857142857143,0
3,"N32",258,0.06,45,35,2.2,2.7,5,6,0.3,1.5,3.7,11.7,0.308880308880309,0.308880308880309
3,"N9",50,0.02,40,30,2.6,5.3,4,8,0.3,1.7,3.8,18.9,0.567669172932331,0.567669172932331
4,"N9",52,0.02,45,35,3.3,3.3,6,14,0.3,2.4,5.1,36.9,0.890756302521008,0.890756302521008
5,"I12",313,0.01,10,0,1.6,1.7,4,8,0.3,0.4,2.8,4.9,0.107142857142857,0.107142857142857
5,"I2",267,0.01,10,0,2.8,4.5,7,8,0.3,0.7,4.9,10.1,0.151603498542274,0.151603498542274
5,"I5",283,0.02,10,0,1.1,1.5,3,5,0.3,0.7,2,5,0.214285714285714,0.214285714285714
5,"N20",159,0.02,10,0,4.5,5.4,6,6,0.3,0.6,6.3,9,0.0612244897959184,0.0612244897959184
5,"N22",170,0.01,10,0,3.6,4.1,6,8,0.3,0.6,5.4,8.9,0.0925925925925925,0.0925925925925925
5,"N29",237,0.02,10,0,3.7,3.7,4,6,0.3,0.3,4.9,5.5,0.0174927113702624,0.0174927113702624
5,"N30",247,0.02,10,0,4.5,4.9,6,8,0.3,0.5,6.3,8.9,0.0589569160997733,0.0589569160997733
5,"N32",258,0.01,10,0,2.1,2.1,3,6,0.3,0.3,3,3.9,0.0428571428571429,0.0428571428571429
3,"I1",263,0.05,45,35,4.3,0,6,0,0.4,0,6.7,0,-0.142857142857143,0
3,"I10",306,0.02,40,30,4.8,5.6,8,6,0.4,1.6,8,15.2,0.128571428571429,0.128571428571429
4,"I11",308,0.03,25,15,2.2,7.2,2,9,0.4,1.7,3,22.5,0.928571428571429,0.928571428571429
3,"I11",309,0.02,40,30,3.3,10.6,8,16,0.4,3.1,6.5,60.2,1.18021978021978,1.18021978021978
4,"I11",309,0.02,45,35,5.3,6.6,5,7,0.4,0.7,7.3,11.5,0.0821917808219178,0.0821917808219178
4,"I11",311,0.01,45,35,2.7,3.7,8,8,0.4,0.8,5.9,10.1,0.101694915254237,0.101694915254237
4,"I12",313,0.06,20,10,2.2,5.3,6,9,0.4,1.4,4.6,17.9,0.413043478260869,0.413043478260869
3,"I12",313,0.03,30,20,3.4,14.2,8,13,0.4,3.7,6.6,62.3,1.20562770562771,1.20562770562771
3,"I16",326,0.01,40,30,4.2,14.9,9,14,0.4,3.7,7.8,66.7,1.07875457875458,1.07875457875458
4,"I16",326,0.01,45,35,1.9,2.1,2,4,0.4,0.3,2.7,3.3,0.0317460317460317,0.0317460317460317
4,"I2",265,0.03,25,15,1.2,2.7,3,8,0.4,3.4,2.4,29.9,1.63690476190476,1.63690476190476
3,"I2",266,0.03,30,20,3.5,4.4,4,4,0.4,2.1,5.1,12.8,0.215686274509804,0.215686274509804
3,"I2",266,0.05,45,35,4.7,0,4,0,0.4,0,6.3,0,-0.142857142857143,0
3,"I3",269,0.03,30,20,3.6,13,6,11,0.4,2.9,6,44.9,0.926190476190476,0.926190476190476
3,"I3",273,0.02,40,30,1.4,2.4,4,13,0.4,2,3,28.4,1.20952380952381,1.20952380952381
4,"I4",274,0.06,20,10,1.3,1.5,4,8,0.4,2.5,2.9,21.5,0.916256157635468,0.916256157635468
4,"I4",274,0.02,45,35,1.4,1.4,5,7,0.4,0.9,3.4,7.7,0.180672268907563,0.180672268907563
4,"I5",279,0.05,20,10,4.6,8.1,7,11,0.4,1.4,7.4,23.5,0.310810810810811,0.310810810810811
4,"I5",280,0.01,45,35,6.7,0,4,0,0.4,0,8.3,0,-0.142857142857143,0
3,"I5",283,0.01,40,30,1.9,3.8,3,7,0.4,2.1,3.1,18.5,0.709677419354839,0.709677419354839
4,"I6",285,0.04,25,15,0.7,1.3,3,5,0.4,3.7,1.9,19.8,1.34586466165414,1.34586466165414
4,"I6",288,0.02,45,35,1.2,3.1,3,4,0.4,1.1,2.4,7.5,0.303571428571428,0.303571428571428
3,"I7",289,0.04,30,20,4.7,13.3,8,13,0.4,3.4,7.9,57.5,0.896925858951175,0.896925858951175
4,"I7",289,0.02,45,35,2.6,2.5,4,5,0.4,0.9,4.2,7,0.0952380952380952,0.0952380952380952
3,"I7",290,0.03,30,20,2.4,9.8,6,12,0.4,2.3,4.8,37.4,0.970238095238095,0.970238095238095
4,"I7",291,0.02,45,35,0.8,1.2,2,4,0.4,0.6,1.6,3.6,0.178571428571429,0.178571428571429
4,"I8",294,0.06,20,10,3.7,4.3,4,7,0.4,3.2,5.3,26.7,0.576819407008086,0.576819407008086
3,"I8",294,0.03,30,20,1.4,2,5,5,0.4,4.1,3.4,22.5,0.802521008403361,0.802521008403361
3,"I8",294,0.04,30,20,1.6,7.5,8,8,0.4,3.8,4.8,37.9,0.985119047619047,0.985119047619047
3,"I9",300,0.02,40,30,1.2,2.7,3,8,0.4,3.2,2.4,28.3,1.54166666666667,1.54166666666667
4,"I9",300,0.01,45,35,3.7,1.5,6,0,0.4,0,6.1,1.5,-0.107728337236534,0
3,"I9",301,0.01,40,30,2.3,7.2,7,13,0.4,1.4,5.1,25.4,0.568627450980392,0.568627450980392
4,"N10",67,0.03,25,15,2.3,5.1,6,10,0.4,3.6,4.7,41.1,1.1063829787234,1.1063829787234
3,"N10",67,0.03,30,20,2.9,4.5,8,12,0.4,3.7,6.1,48.9,1.00234192037471,1.00234192037471
3,"N10",67,0.05,45,35,2.7,2.6,10,8,0.4,0.7,6.7,8.2,0.0319829424307036,0.0319829424307036
4,"N10",67,0.02,45,35,1.8,2.1,4,4,0.4,0.6,3.4,4.5,0.046218487394958,0.046218487394958
4,"N10",67,0.01,45,35,4.1,5,10,13,0.4,1.8,8.1,28.4,0.358024691358025,0.358024691358025
4,"N12",84,0.04,25,15,2.1,3.1,5,7,0.4,0.7,4.1,8,0.13588850174216,0.13588850174216
4,"N16",139,0.05,20,10,1.3,1.3,1,1,0.4,1.8,1.7,3.1,0.117647058823529,0.117647058823529
4,"N16",139,0.03,25,15,1.2,2.1,2,7,0.4,2.2,2,17.5,1.10714285714286,1.10714285714286
4,"N16",139,0.04,25,15,2.7,5.2,8,12,0.4,2.3,5.9,32.8,0.651331719128329,0.651331719128329
3,"N16",140,0.04,30,20,2.1,6.1,2,4,0.4,5.5,2.9,28.1,1.24137931034483,1.24137931034483
3,"N18",147,0.01,40,30,1.7,2.3,5,9,0.4,1.1,3.7,12.2,0.328185328185328,0.328185328185328
3,"N19",153,0.04,30,20,3.7,9.1,5,10,0.4,2.7,5.7,36.1,0.761904761904762,0.761904761904762
3,"N19",153,0.06,45,35,4,0,4,0,0.4,0,5.6,0,-0.142857142857143,0
4,"N20",158,0.03,25,15,1.2,2.1,4,7,0.4,2.3,2.8,18.2,0.785714285714286,0.785714285714286
3,"N20",158,0.01,40,30,5.9,9.5,8,14,0.4,2.4,9.1,43.1,0.533751962323391,0.533751962323391
3,"N21",161,0.01,40,30,4.2,6.6,6,8,0.4,1.8,6.6,21,0.311688311688312,0.311688311688312
3,"N21",164,0.03,30,20,3.9,9.6,6,15,0.4,2.7,6.3,50.1,0.993197278911564,0.993197278911564
3,"N21",164,0.01,40,30,2.5,4.2,5,5,0.4,1.1,4.5,9.7,0.165079365079365,0.165079365079365
4,"N21",165,0.03,25,15,2.6,4.8,2,11,0.4,2.7,3.4,34.5,1.30672268907563,1.30672268907563
3,"N21",165,0.01,40,30,2.8,4.8,6,12,0.4,1.7,5.2,25.2,0.549450549450549,0.549450549450549
4,"N22",169,0.03,25,15,3.2,9.2,4,9,0.4,2.7,4.8,33.5,0.854166666666666,0.854166666666666
4,"N22",169,0.01,45,35,0.9,0.6,3,3,0.4,0.7,2.1,2.7,0.0408163265306122,0.0408163265306122
4,"N23",182,0.06,20,10,5.6,7.5,4,10,0.4,0.8,7.2,15.5,0.16468253968254,0.16468253968254
4,"N23",182,0.03,25,15,4.2,14.1,5,6,0.4,1.3,6.2,21.9,0.361751152073733,0.361751152073733
3,"N23",183,0.01,40,30,2.2,3.3,4,10,0.4,1.8,3.8,21.3,0.657894736842105,0.657894736842105
4,"N24",191,0.06,20,10,4.8,8.2,8,8,0.4,2.2,8,25.8,0.317857142857143,0.317857142857143
3,"N24",191,0.06,45,35,3.6,0,6,0,0.4,0,6,0,-0.142857142857143,0
3,"N24",192,0.01,40,30,3.7,7.2,7,10,0.4,1.4,6.5,21.2,0.323076923076923,0.323076923076923
4,"N24",192,0.02,45,35,3.2,5.5,6,7,0.4,1.1,5.6,13.2,0.193877551020408,0.193877551020408
3,"N24",193,0.05,45,35,3.6,3.6,4,4,0.4,0.6,5.2,6,0.021978021978022,0.021978021978022
4,"N26",202,0.03,25,15,2.6,9.1,4,10,0.4,3.2,4.2,41.1,1.25510204081633,1.25510204081633
4,"N27",212,0.04,25,15,3.9,8.5,6,12,0.4,2.2,6.3,34.9,0.648526077097506,0.648526077097506
3,"N27",212,0.02,40,30,3.3,7.9,6,10,0.4,1.3,5.7,20.9,0.380952380952381,0.380952380952381
3,"N27",221,0.06,45,35,3.4,4.2,6,8,0.4,1.1,5.8,13,0.177339901477832,0.177339901477832
3,"N29",235,0.01,40,30,3,6.7,4,11,0.4,2.6,4.6,35.3,0.953416149068323,0.953416149068323
4,"N30",245,0.03,25,15,0.9,2,1,1,0.4,7.3,1.3,9.3,0.879120879120879,0.879120879120879
3,"N30",245,0.03,30,20,0.6,1.5,1,2,0.4,5.3,1,12.1,1.58571428571429,1.58571428571429
4,"N30",245,0.02,45,35,1.3,1.3,2,4,0.4,0.6,2.1,3.7,0.108843537414966,0.108843537414966
4,"N31",251,0.03,25,15,1.4,2.2,6,9,0.4,6.3,3.8,58.9,2.07142857142857,2.07142857142857
4,"N31",251,0.01,45,35,0.7,1.2,4,3,0.4,1.2,2.3,4.8,0.15527950310559,0.15527950310559
3,"N32",259,0.04,30,20,3.1,9.5,7,10,0.4,3,5.9,39.5,0.813559322033898,0.813559322033898
4,"N9",50,0.04,25,15,1.8,5.7,3,10,0.4,2,3,25.7,1.08095238095238,1.08095238095238
4,"N9",50,0.02,45,35,4.5,3.9,7,6,0.4,0.7,7.3,8.1,0.0156555772994129,0.0156555772994129
5,"I3",273,0.02,10,0,1.5,1.9,6,6,0.4,0.7,3.9,6.1,0.0805860805860805,0.0805860805860805
5,"I7",292,0.01,10,0,3.3,4.2,6,8,0.4,0.5,5.7,8.2,0.06265664160401,0.06265664160401
5,"N18",147,0.02,10,0,2.7,2.7,3,7,0.4,0.7,3.9,7.6,0.135531135531135,0.135531135531135
5,"N18",148,0.01,10,0,3.5,5.2,2,2,0.4,0.9,4.3,7,0.0897009966777409,0.0897009966777409
5,"N21",161,0.01,10,0,6.5,7.8,5,7,0.4,1,8.5,14.8,0.105882352941176,0.105882352941176
5,"N23",184,0.01,10,0,4.2,5.2,4,6,0.4,0.5,5.8,8.2,0.0591133004926108,0.0591133004926108
5,"N30",247,0.01,10,0,2.9,4.1,8,8,0.4,0.6,6.1,8.9,0.0655737704918033,0.0655737704918033
5,"N8",36,0.01,10,0,5.6,5.6,8,8,0.4,1,8.8,13.6,0.0779220779220779,0.0779220779220779
4,"I1",260,0.02,45,35,4.6,5.1,4,6,0.5,0.8,6.6,9.9,0.0714285714285715,0.0714285714285715
4,"I1",263,0.05,20,10,1.3,2.5,7,11,0.5,1.8,4.8,22.3,0.520833333333333,0.520833333333333
3,"I1",263,0.03,30,20,2.7,4.1,8,13,0.5,2.3,6.7,34,0.582089552238806,0.582089552238806
4,"I1",264,0.04,25,15,4.8,10.7,8,14,0.5,3.4,8.8,58.3,0.803571428571428,0.803571428571428
4,"I1",264,0.02,45,35,2.7,0,4,0,0.5,0,4.7,0,-0.142857142857143,0
4,"I10",302,0.04,25,15,2.2,5.5,4,14,0.5,4.6,4.2,69.9,2.23469387755102,2.23469387755102
4,"I10",302,0.01,45,35,2.7,3.7,6,6,0.5,1,5.7,9.7,0.100250626566416,0.100250626566416
4,"I10",305,0.06,20,10,4.3,5.2,4,9,0.5,3.3,6.3,34.9,0.648526077097506,0.648526077097506
4,"I10",305,0.02,45,35,0.7,1.2,4,4,0.5,1,2.7,5.2,0.132275132275132,0.132275132275132
4,"I10",306,0.02,45,35,5.1,4.3,7,6,0.5,0.7,8.6,8.5,-0.00166112956810631,0
4,"I10",306,0.01,45,35,4.4,0,8,0,0.5,0,8.4,0,-0.142857142857143,0
3,"I11",310,0.01,40,30,3.4,9.2,6,10,0.5,0.8,6.4,17.2,0.241071428571429,0.241071428571429
3,"I12",312,0.02,40,30,4.2,11.5,6,14,0.5,2.2,7.2,42.3,0.696428571428572,0.696428571428572
3,"I16",326,0.02,40,30,3,4.8,9,12,0.5,1.7,7.5,25.2,0.337142857142857,0.337142857142857
3,"I2",265,0.04,30,20,4.2,13.8,4,9,0.5,3.8,6.2,48,0.963133640552995,0.963133640552995
3,"I2",265,0.02,40,30,5.5,12.1,5,12,0.5,2.1,8,37.3,0.523214285714286,0.523214285714286
4,"I2",266,0.02,45,35,7.6,0,4,0,0.5,0,9.6,0,-0.142857142857143,0
3,"I2",267,0.03,30,20,2.9,8.5,7,9,0.5,4.5,6.4,49,0.950892857142857,0.950892857142857
3,"I3",269,0.04,30,20,2.8,6.1,5,15,0.5,7.5,5.3,118.6,3.05390835579515,3.05390835579515
3,"I3",269,0.05,45,35,1.3,1.7,6,5,0.5,1.8,4.3,10.7,0.212624584717608,0.212624584717608
4,"I3",270,0.06,20,10,3.5,4.2,4,8,0.5,2.7,5.5,25.8,0.527272727272727,0.527272727272727
3,"I3",270,0.05,45,35,2.6,2.3,7,9,0.5,0.4,6.1,5.9,-0.0046838407494145,0
4,"I3",271,0.04,25,15,1.2,2.3,6,8,0.5,2.6,4.2,23.1,0.642857142857143,0.642857142857143
3,"I3",271,0.03,30,20,1.9,4.6,7,12,0.5,2.9,5.4,39.4,0.899470899470899,0.899470899470899
3,"I3",271,0.01,40,30,4.3,6.2,8,10,0.5,1.8,8.3,24.2,0.273666092943201,0.273666092943201
4,"I3",273,0.04,25,15,0.7,1.2,6,5,0.5,2.7,3.7,14.7,0.424710424710425,0.424710424710425
4,"I3",273,0.03,25,15,0.6,4.3,4,12,0.5,2.7,2.6,36.7,1.87362637362637,1.87362637362637
3,"I3",273,0.03,30,20,1.4,2.6,5,10,0.5,2.5,3.9,27.6,0.868131868131868,0.868131868131868
3,"I3",273,0.04,30,20,3.5,5.1,8,11,0.5,3.5,7.5,43.6,0.687619047619048,0.687619047619048
4,"I4",275,0.05,20,10,3.3,6.7,6,11,0.5,3.3,6.3,43,0.832199546485261,0.832199546485261
4,"I4",275,0.06,20,10,1.8,2.5,1,3,0.5,1.7,2.3,7.6,0.329192546583851,0.329192546583851
4,"I4",278,0.02,45,35,1.3,3.2,4,7,0.5,1.1,3.3,10.9,0.329004329004329,0.329004329004329
3,"I5",280,0.02,40,30,3.1,7.2,6,12,0.5,2.9,6.1,42,0.840749414519906,0.840749414519906
3,"I5",280,0.06,45,35,4.7,3.5,6,5,0.5,1.5,7.7,11,0.0612244897959184,0.0612244897959184
4,"I5",283,0.03,25,15,4,7.5,2,5,0.5,2.1,5,18,0.371428571428571,0.371428571428571
3,"I5",283,0.03,30,20,1.9,4.8,6,8,0.5,3.3,4.9,31.2,0.766763848396501,0.766763848396501
3,"I5",283,0.02,40,30,0.7,1.7,5,4,0.5,2.8,3.2,12.9,0.433035714285714,0.433035714285714
3,"I5",283,0.05,45,35,2.7,4,9,6,0.5,0.6,7.2,7.6,0.00793650793650793,0.00793650793650793
3,"I5",283,0.06,45,35,1.7,2.4,6,3,0.5,1.3,4.7,6.3,0.0486322188449848,0.0486322188449848
4,"I6",284,0.04,25,15,3,11.5,4,6,0.5,4.3,5,37.3,0.922857142857143,0.922857142857143
4,"I6",285,0.05,20,10,1.9,2.6,6,11,0.5,3.5,4.9,41.1,1.05539358600583,1.05539358600583
3,"I6",285,0.04,30,20,3.3,9.5,5,10,0.5,2.8,5.8,37.5,0.780788177339901,0.780788177339901
3,"I6",285,0.06,45,35,3.3,5.2,5,8,0.5,3.2,5.8,30.8,0.61576354679803,0.61576354679803
3,"I6",286,0.04,30,20,3.6,10.6,4,8,0.5,2.8,5.6,33,0.698979591836735,0.698979591836735
3,"I6",286,0.02,40,30,4.3,12.2,3,13,0.5,2.8,5.8,48.6,1.05418719211823,1.05418719211823
4,"I7",289,0.03,25,15,3.5,9.9,4,6,0.5,3.5,5.5,30.9,0.65974025974026,0.65974025974026
3,"I7",289,0.03,30,20,0.5,5.7,4,8,0.5,2,2.5,21.7,1.09714285714286,1.09714285714286
4,"I7",290,0.03,25,15,3.3,8.1,8,9,0.5,4,7.3,44.1,0.720156555772994,0.720156555772994
3,"I7",290,0.02,40,30,1.7,2.2,4,6,0.5,3.3,3.7,22,0.706563706563706,0.706563706563706
4,"I7",290,0.01,45,35,2.5,2.7,6,6,0.5,0.8,5.5,7.5,0.051948051948052,0.051948051948052
3,"I7",291,0.04,30,20,1.3,13.3,6,8,0.5,6.3,4.3,63.7,1.9734219269103,1.9734219269103
4,"I7",292,0.03,25,15,4.2,8.6,2,2,0.5,5.1,5.2,18.8,0.373626373626374,0.373626373626374
4,"I8",296,0.03,25,15,2.2,3,4,8,0.5,2.6,4.2,23.8,0.666666666666667,0.666666666666667
4,"I8",296,0.02,45,35,2.3,2.2,3,5,0.5,1.2,3.8,8.2,0.165413533834586,0.165413533834586
4,"I9",298,0.03,25,15,3.6,10,7,8,0.5,5.8,7.1,56.4,0.991951710261569,0.991951710261569
3,"I9",298,0.03,30,20,2.8,9.1,7,11,0.5,2.5,6.3,36.6,0.687074829931973,0.687074829931973
3,"I9",301,0.02,40,30,2.2,6.6,7,11,0.5,1.8,5.7,26.4,0.518796992481203,0.518796992481203
3,"I9",301,0.06,45,35,3.2,5.1,12,12,0.5,0.8,9.2,14.7,0.0854037267080746,0.0854037267080746
4,"N10",65,0.04,25,15,1.8,3.5,4,14,0.5,3.6,3.8,53.9,1.88345864661654,1.88345864661654
3,"N10",65,0.03,30,20,1.9,3.6,7,14,0.5,5.3,5.4,77.8,1.91534391534391,1.91534391534391
3,"N10",67,0.01,40,30,1.7,3.7,6,8,0.5,2.5,4.7,23.7,0.577507598784195,0.577507598784195
3,"N12",82,0.03,30,20,0.9,3.9,1,5,0.5,1.3,1.4,10.4,0.918367346938776,0.918367346938776
4,"N12",82,0.01,45,35,6.1,7.5,8,6,0.5,2.1,10.1,20.1,0.141442715700141,0.141442715700141
4,"N12",84,0.05,20,10,2.2,6,4,15,0.5,3.5,4.2,58.5,1.8469387755102,1.8469387755102
3,"N12",84,0.01,40,30,3.2,5.1,9,10,0.5,3.2,7.7,37.1,0.545454545454546,0.545454545454546
3,"N12",84,0.06,45,35,2.3,2.7,7,11,0.5,0.3,5.8,6,0.00492610837438424,0.00492610837438424
3,"N18",147,0.04,30,20,3.3,3.5,6,11,0.5,3.5,6.3,42,0.80952380952381,0.80952380952381
3,"N18",147,0.02,40,30,1.1,1.8,4,7,0.5,3.8,3.1,28.4,1.16589861751152,1.16589861751152
3,"N18",148,0.03,30,20,1,4.8,4,10,0.5,3.7,3,41.8,1.84761904761905,1.84761904761905
4,"N18",148,0.01,45,35,1.2,1.7,5,6,0.5,0.8,3.7,6.5,0.108108108108108,0.108108108108108
4,"N19",153,0.06,20,10,1,2.6,2,5,0.5,2.3,2,14.1,0.864285714285714,0.864285714285714
3,"N19",153,0.01,40,30,2.6,5.5,7,7,0.5,3.5,6.1,30,0.559718969555035,0.559718969555035
4,"N20",158,0.04,25,15,2.7,7.5,7,12,0.5,2.3,6.2,35.1,0.665898617511521,0.665898617511521
4,"N20",159,0.03,25,15,0.5,2.2,3,6,0.5,3.9,2,25.6,1.68571428571429,1.68571428571429
4,"N20",159,0.01,45,35,1.2,0.8,2,4,0.5,1,2.2,4.8,0.168831168831169,0.168831168831169
4,"N21",161,0.04,25,15,6.9,13.2,7,10,0.5,3.4,10.4,47.2,0.505494505494506,0.505494505494506
3,"N21",161,0.03,30,20,6.5,17,6,12,0.5,3.5,9.5,59,0.744360902255639,0.744360902255639
3,"N21",161,0.02,40,30,4.6,6.2,6,8,0.5,0.8,7.6,12.6,0.0939849624060151,0.0939849624060151
3,"N21",161,0.05,45,35,4.7,5.3,7,6,0.5,0.7,8.2,9.5,0.0226480836236934,0.0226480836236934
4,"N21",161,0.01,45,35,3.7,0,4,0,0.5,0,5.7,0,-0.142857142857143,0
4,"N21",164,0.05,20,10,5.1,10.9,0,13,0.5,3.7,5.1,59,1.50980392156863,1.50980392156863
3,"N21",164,0.06,45,35,4.5,0,6,0,0.5,0,7.5,0,-0.142857142857143,0
3,"N21",165,0.05,45,35,5.1,0,6,0,0.5,0,8.1,0,-0.142857142857143,0
3,"N23",182,0.01,40,30,2.5,6.4,4,8,0.5,4,4.5,38.4,1.07619047619048,1.07619047619048
