"Round","Population","Family","Replicate","daytemp","nighttemp","StemIN","StemOUT","secondarytotIN","secondarytotOUT","AvgsecondaryIN","AvgsecondaryOUT","TotIN_Sub","TotOUT_Sub","RGRTOT1","RGRTOT1x"
3,"N23",182,0.05,45,35,4.2,5.2,6,8,0.5,1.7,7.2,18.8,0.23015873015873,0.23015873015873
4,"N23",183,0.04,25,15,2,5.9,2,4,0.5,2.4,3,15.5,0.595238095238095,0.595238095238095
3,"N23",184,0.04,30,20,4.6,7.1,7,7,0.5,2.7,8.1,26,0.315696649029982,0.315696649029982
3,"N24",191,0.05,45,35,3.2,4.2,7,6,0.5,0.9,6.7,9.6,0.0618336886993604,0.0618336886993604
4,"N24",192,0.01,45,35,4,0,5,0,0.5,0,6.5,0,-0.142857142857143,0
3,"N24",193,0.01,40,30,3,7.5,5,5,0.5,4.5,5.5,30,0.636363636363636,0.636363636363636
4,"N26",202,0.04,25,15,3.3,5.5,6,10,0.5,7.4,6.3,79.5,1.65986394557823,1.65986394557823
3,"N26",202,0.01,40,30,5.4,11.1,10,16,0.5,3.2,10.4,62.3,0.712912087912088,0.712912087912088
4,"N26",202,0.01,45,35,3.9,5.1,8,8,0.5,1.2,7.9,14.7,0.122965641952984,0.122965641952984
3,"N26",205,0.02,40,30,4.7,9,6,10,0.5,2.2,7.7,31,0.432282003710575,0.432282003710575
4,"N26",205,0.01,45,35,2.3,1.2,4,2,0.5,0.7,4.3,2.6,-0.0564784053156146,0
4,"N26",206,0.05,20,10,5.6,11.3,5,5,0.5,2.6,8.1,24.3,0.285714285714286,0.285714285714286
3,"N26",206,0.03,30,20,5.3,15,10,10,0.5,12.3,10.3,138,1.77115117891817,1.77115117891817
3,"N26",206,0.01,40,30,3.5,8.9,6,8,0.5,3.4,6.5,36.1,0.650549450549451,0.650549450549451
3,"N27",212,0.03,30,20,4.7,10.5,8,13,0.5,2.7,8.7,45.6,0.605911330049261,0.605911330049261
4,"N27",216,0.06,20,10,0.7,2.1,4,9,0.5,3.1,2.7,30,1.44444444444444,1.44444444444444
3,"N27",221,0.04,30,20,2.3,6.5,7,15,0.5,3.4,5.8,57.5,1.27339901477833,1.27339901477833
3,"N30",249,0.02,40,30,1.2,2.1,6,6,0.5,3.5,4.2,23.1,0.642857142857143,0.642857142857143
3,"N30",249,0.05,45,35,2.3,2.4,7,5,0.5,1,5.8,7.4,0.0394088669950739,0.0394088669950739
4,"N30",249,0.01,45,35,1.1,0.6,1,2,0.5,0.9,1.6,2.4,0.0714285714285714,0.0714285714285714
4,"N31",251,0.02,45,35,0.6,1.2,7,8,0.5,2.4,4.1,20.4,0.56794425087108,0.56794425087108
3,"N31",252,0.01,40,30,1.3,3.3,6,8,0.5,2.4,4.3,22.5,0.604651162790698,0.604651162790698
3,"N31",253,0.01,40,30,2.3,6.8,4,4,0.5,5.5,4.3,28.8,0.813953488372093,0.813953488372093
4,"N8",36,0.01,45,35,2.7,3.6,6,10,0.5,1.3,5.7,16.6,0.273182957393484,0.273182957393484
4,"N8",36,0.02,45,35,3.2,4.8,6,10,0.5,1.2,6.2,16.8,0.244239631336406,0.244239631336406
5,"I10",305,0.01,10,0,4.9,6.2,6,8,0.5,0.7,7.9,11.8,0.0705244122965642,0.0705244122965642
5,"I12",313,0.02,10,0,3.6,4.4,4,12,0.5,0.5,5.6,10.4,0.122448979591837,0.122448979591837
5,"I2",267,0.02,10,0,2.7,4.3,6,6,0.5,1.1,5.7,10.9,0.130325814536341,0.130325814536341
5,"I3",269,0.02,10,0,6.1,7.7,4,7,0.5,0.9,8.1,14,0.104056437389771,0.104056437389771
5,"I5",280,0.02,10,0,2.3,2.7,4,4,0.5,0.6,4.3,5.1,0.026578073089701,0.026578073089701
5,"I5",280,0.01,10,0,1.8,2.3,4,6,0.5,0.7,3.8,6.5,0.101503759398496,0.101503759398496
5,"I6",286,0.01,10,0,2.8,3.6,4,6,0.5,0.5,4.8,6.6,0.0535714285714286,0.0535714285714286
5,"I6",286,0.02,10,0,6.1,7.3,6,9,0.5,0.8,9.1,14.5,0.0847723704866562,0.0847723704866562
5,"I6",285,0.01,10,0,3.2,3.8,6,6,0.5,1,6.2,9.8,0.0829493087557604,0.0829493087557604
5,"I9",301,0.01,10,0,3.1,4.3,6,8,0.5,0.6,6.1,9.1,0.0702576112412178,0.0702576112412178
5,"N16",139,0.02,10,0,2.3,2.4,2,6,0.5,0.5,3.3,5.4,0.0909090909090909,0.0909090909090909
5,"N20",159,0.01,10,0,3.5,4.3,6,6,0.5,0.8,6.5,9.1,0.0571428571428572,0.0571428571428572
5,"N20",156,0.01,10,0,2.1,2.6,8,8,0.5,0.9,6.1,9.8,0.0866510538641686,0.0866510538641686
5,"N21",165,0.02,10,0,3.7,4.2,6,8,0.5,0.7,6.7,9.8,0.0660980810234542,0.0660980810234542
5,"N23",182,0.01,10,0,4.1,5.6,6,7,0.5,0.9,7.1,11.9,0.096579476861167,0.096579476861167
5,"N29",236,0.01,10,0,4.5,4.5,5,7,0.5,0.5,7,8,0.0204081632653061,0.0204081632653061
5,"N29",235,0.01,10,0,3.7,3.9,6,6,0.5,3.1,6.7,22.5,0.336886993603412,0.336886993603412
5,"N31",253,0.02,10,0,1.8,2.3,7,7,0.5,1.8,5.3,14.9,0.258760107816712,0.258760107816712
4,"I1",264,0.03,25,15,1.7,2.2,4,8,0.6,3.3,4.1,28.6,0.853658536585366,0.853658536585366
3,"I1",264,0.01,40,30,2.9,5.8,6,8,0.6,3.1,6.5,30.6,0.52967032967033,0.52967032967033
3,"I10",302,0.04,30,20,3.6,6.3,6,10,0.6,2.8,7.2,34.3,0.537698412698413,0.537698412698413
3,"I10",305,0.04,30,20,3.8,5.5,6,10,0.6,1.2,7.4,17.5,0.194980694980695,0.194980694980695
3,"I10",306,0.01,40,30,1.1,5.3,6,9,0.6,2.3,4.7,26,0.64741641337386,0.64741641337386
3,"I11",309,0.01,40,30,4.5,11.5,9,14,0.6,3.4,9.9,59.1,0.70995670995671,0.70995670995671
3,"I11",309,0.05,45,35,3.1,0,9,0,0.6,0,8.5,0,-0.142857142857143,0
4,"I11",310,0.05,20,10,0.8,1.2,1,4,0.6,2.3,1.4,10.4,0.918367346938775,0.918367346938775
3,"I11",310,0.04,30,20,7.4,20.1,7,13,0.6,6,11.6,98.1,1.06527093596059,1.06527093596059
4,"I11",310,0.01,45,35,1.5,1.4,6,5,0.6,0.8,5.1,5.4,0.00840336134453784,0.00840336134453784
4,"I11",311,0.04,25,15,3.3,7.7,6,14,0.6,1.7,6.9,31.5,0.509316770186335,0.509316770186335
3,"I11",311,0.01,40,30,3.8,9,9,17,0.6,1.3,9.2,31.1,0.340062111801242,0.340062111801242
4,"I11",311,0.02,45,35,1.6,2.3,3,7,0.6,0.8,3.4,7.9,0.189075630252101,0.189075630252101
4,"I12",312,0.01,45,35,4.5,7.1,7,8,0.6,1.7,8.7,20.7,0.197044334975369,0.197044334975369
3,"I12",313,0.04,30,20,2.2,8,5,5,0.6,0.5,5.2,10.5,0.145604395604396,0.145604395604396
3,"I12",313,0.05,45,35,3.2,3.7,6,8,0.6,0.4,6.8,6.9,0.00210084033613446,0.00210084033613446
4,"I12",314,0.05,20,10,4.5,10.1,6,10,0.6,2.2,8.1,32.1,0.423280423280423,0.423280423280423
3,"I12",314,0.02,40,30,5.3,11.5,8,14,0.6,2.8,10.1,50.7,0.574257425742574,0.574257425742574
4,"I2",265,0.04,25,15,5.2,13.2,2,7,0.6,3.2,6.4,35.6,0.651785714285714,0.651785714285714
3,"I2",265,0.06,45,35,5.4,6.2,8,8,0.6,2.2,10.2,23.8,0.190476190476191,0.190476190476191
4,"I3",271,0.02,45,35,3.9,4.6,6,8,0.6,0.6,7.5,9.4,0.0361904761904762,0.0361904761904762
4,"I3",273,0.06,20,10,2.8,3.1,6,13,0.6,2.1,6.4,30.4,0.535714285714286,0.535714285714286
3,"I3",273,0.05,45,35,2.5,3.2,6,7,0.6,1.3,6.1,12.3,0.14519906323185,0.14519906323185
3,"I3",273,0.06,45,35,1.7,2.2,6,6,0.6,0.3,5.3,4,-0.0350404312668464,0
4,"I4",274,0.04,25,15,2.4,4.2,6,15,0.6,2.9,6,47.7,0.992857142857143,0.992857142857143
3,"I4",274,0.05,45,35,1.5,0,9,0,0.6,0,6.9,0,-0.142857142857143,0
3,"I4",275,0.05,45,35,2.2,1,4,3,0.6,0.3,4.6,1.9,-0.0838509316770186,0
4,"I4",275,0.01,45,35,1,2.2,2,2,0.6,1.4,2.2,5,0.181818181818182,0.181818181818182
4,"I4",277,0.06,20,10,2.8,3.7,8,11,0.6,3.3,7.6,40,0.609022556390977,0.609022556390977
3,"I5",279,0.05,45,35,1.7,2.4,6,6,0.6,1.5,5.3,11.4,0.164420485175202,0.164420485175202
3,"I5",280,0.03,30,20,6.2,20.3,6,14,0.6,6.2,9.8,107.1,1.41836734693878,1.41836734693878
4,"I5",280,0.02,45,35,4.6,5.9,6,8,0.6,1.6,8.2,18.7,0.182926829268293,0.182926829268293
3,"I6",285,0.01,40,30,1.7,3.7,6,10,0.6,2.1,5.3,24.7,0.522911051212938,0.522911051212938
4,"I6",286,0.05,20,10,2.4,5.1,6,10,0.6,2.3,6,28.1,0.526190476190476,0.526190476190476
3,"I6",286,0.03,30,20,4.9,11.2,5,17,0.6,4.4,7.9,86,1.4122965641953,1.4122965641953
3,"I6",286,0.05,45,35,6.2,9.2,7,5,0.6,1.7,10.4,17.7,0.100274725274725,0.100274725274725
3,"I6",288,0.03,30,20,1.4,3,7,10,0.6,1.5,5.6,18,0.316326530612245,0.316326530612245
3,"I6",288,0.05,45,35,2.7,0,6,0,0.6,0,6.3,0,-0.142857142857143,0
4,"I6",288,0.01,45,35,0.7,0.8,5,8,0.6,1.9,3.7,16,0.474903474903475,0.474903474903475
4,"I7",289,0.06,20,10,2.5,2.6,6,12,0.6,3.6,6.1,45.8,0.929742388758782,0.929742388758782
3,"I7",290,0.01,40,30,2.2,4.6,8,11,0.6,5.3,7,62.9,1.14081632653061,1.14081632653061
3,"I7",291,0.05,45,35,5.3,5.9,8,5,0.6,1,10.1,10.9,0.0113154172560113,0.0113154172560113
4,"I7",291,0.01,45,35,4.2,5.7,7,9,0.6,1.3,8.4,17.4,0.153061224489796,0.153061224489796
3,"I8",295,0.03,30,20,4.5,12.5,9,10,0.6,3.1,9.9,43.5,0.484848484848485,0.484848484848485
4,"I8",295,0.02,45,35,2.2,2.8,2,5,0.6,0.9,3.4,7.3,0.163865546218487,0.163865546218487
4,"I8",296,0.04,25,15,2.7,7.5,8,12,0.6,1.8,7.5,29.1,0.411428571428571,0.411428571428571
3,"I9",298,0.04,30,20,2.4,9.7,6,10,0.6,3.2,6,41.7,0.85,0.85
4,"I9",300,0.04,25,15,1.2,2.3,2,7,0.6,2.7,2.4,21.2,1.11904761904762,1.11904761904762
4,"I9",301,0.05,20,10,2.9,5.2,4,6,0.6,3.3,5.3,25,0.53099730458221,0.53099730458221
4,"I9",301,0.06,20,10,1.6,5.4,4,7,0.6,1.7,4,17.3,0.475,0.475
3,"N10",66,0.06,45,35,2.1,3.4,6,8,0.6,1.8,5.7,17.8,0.303258145363409,0.303258145363409
4,"N12",81,0.06,20,10,3.7,6.6,7,12,0.6,2.1,7.9,31.8,0.432188065099458,0.432188065099458
3,"N12",81,0.04,30,20,3.1,10.2,9,10,0.6,4.1,8.5,51.2,0.717647058823529,0.717647058823529
3,"N12",82,0.01,40,30,1.9,3.3,6,10,0.6,0.5,5.5,8.3,0.0727272727272728,0.0727272727272728
3,"N16",139,0.06,45,35,1.6,2,6,4,0.6,1.1,5.2,6.4,0.032967032967033,0.032967032967033
3,"N16",140,0.05,45,35,2.3,0,4,0,0.6,0,4.7,0,-0.142857142857143,0
4,"N18",148,0.03,25,15,0.8,1.3,3,9,0.6,2.6,2.6,24.7,1.21428571428571,1.21428571428571
3,"N18",148,0.02,40,30,0.8,1.7,2,4,0.6,2.4,2,11.3,0.664285714285714,0.664285714285714
3,"N20",156,0.04,30,20,5.7,12.3,9,8,0.6,2,11.1,28.3,0.221364221364221,0.221364221364221
4,"N20",158,0.05,20,10,2.3,6.5,6,6,0.6,3.3,5.9,26.3,0.493946731234867,0.493946731234867
3,"N20",159,0.03,30,20,2.8,9.2,6,9,0.6,1.7,6.4,24.5,0.404017857142857,0.404017857142857
4,"N21",161,0.05,20,10,5.7,13.9,6,12,0.6,2.3,9.3,41.5,0.494623655913978,0.494623655913978
3,"N22",168,0.05,45,35,6.2,0,6,0,0.6,0,9.8,0,-0.142857142857143,0
4,"N22",170,0.03,25,15,5.6,11.7,6,10,0.6,4.6,9.2,57.7,0.753105590062112,0.753105590062112
3,"N23",183,0.04,30,20,2.3,10.6,7,10,0.6,2.9,6.5,39.6,0.727472527472528,0.727472527472528
4,"N23",183,0.02,45,35,2.2,2.4,4,4,0.6,0.8,4.6,5.6,0.031055900621118,0.031055900621118
3,"N23",184,0.01,40,30,4.9,9.2,8,6,0.6,2.2,9.7,22.4,0.187039764359352,0.187039764359352
4,"N23",184,0.01,45,35,4.5,0,6,0,0.6,0,8.1,0,-0.142857142857143,0
3,"N24",191,0.02,40,30,3.5,7.4,3,6,0.6,0.8,5.3,12.2,0.185983827493261,0.185983827493261
3,"N24",192,0.02,40,30,5.8,15.1,9,8,0.6,2.5,11.2,35.1,0.30484693877551,0.30484693877551
3,"N24",192,0.06,45,35,4,0,8,0,0.6,0,8.8,0,-0.142857142857143,0
4,"N24",193,0.04,25,15,2.5,6.7,5,9,0.6,2.7,5.5,31,0.662337662337662,0.662337662337662
4,"N26",202,0.06,20,10,4.1,6.6,7,14,0.6,2.7,8.3,44.4,0.621342512908778,0.621342512908778
4,"N26",202,0.02,45,35,3.5,4.2,4,6,0.6,1.5,5.9,13.2,0.176755447941889,0.176755447941889
3,"N26",205,0.01,40,30,3.4,9,6,12,0.6,1.9,7,31.8,0.506122448979592,0.506122448979592
3,"N26",205,0.06,45,35,4.8,5.8,8,8,0.6,1.1,9.6,14.6,0.0744047619047619,0.0744047619047619
4,"N26",206,0.04,25,15,3.2,6.8,6,6,0.6,2.6,6.8,22.4,0.327731092436975,0.327731092436975
3,"N26",206,0.04,30,20,3.9,10.6,6,12,0.6,4.1,7.5,59.8,0.996190476190476,0.996190476190476
3,"N30",245,0.05,45,35,1.4,0,1,0,0.6,0,2,0,-0.142857142857143,0
3,"N31",253,0.06,45,35,4.8,5.6,8,8,0.6,0.7,9.6,11.2,0.0238095238095238,0.0238095238095238
4,"N31",253,0.01,45,35,1.1,2.1,4,7,0.6,1.2,3.5,10.5,0.285714285714286,0.285714285714286
4,"N32",259,0.03,25,15,1,2.6,8,10,0.6,4.7,5.8,49.6,1.07881773399015,1.07881773399015
4,"N8",36,0.04,25,15,2.3,12.3,8,14,0.6,1.5,7.1,33.3,0.527162977867203,0.527162977867203
3,"N8",36,0.02,40,30,4.2,9,10,12,0.6,4.1,10.2,58.2,0.672268907563025,0.672268907563025
4,"N9",50,0.03,25,15,3.2,6.1,8,10,0.6,3.9,8,45.1,0.6625,0.6625
5,"I1",263,0.01,10,0,8.1,9.1,8,8,0.6,1.1,12.9,17.9,0.0553709856035438,0.0553709856035438
5,"I1",260,0.01,10,0,2.7,3.5,6,8,0.6,1.2,6.3,13.1,0.154195011337868,0.154195011337868
5,"I1",264,0.01,10,0,2.3,3.1,6,9,0.6,1.2,5.9,13.9,0.193704600484261,0.193704600484261
5,"I12",312,0.01,10,0,7,8.2,8,10,0.6,0.7,11.8,15.2,0.0411622276029055,0.0411622276029055
5,"I4",275,0.02,10,0,1.1,1.5,2,5,0.6,0.6,2.3,4.5,0.136645962732919,0.136645962732919
5,"I7",289,0.02,10,0,4.3,4.7,5,8,0.6,1.1,7.3,13.5,0.12133072407045,0.12133072407045
5,"I8",296,0.02,10,0,2.3,2.3,3,5,0.6,0.7,4.1,5.8,0.0592334494773519,0.0592334494773519
5,"I9",301,0.02,10,0,4.5,5.7,7,8,0.6,0.9,8.7,12.9,0.0689655172413793,0.0689655172413793
5,"N18",147,0.01,10,0,2.8,3.3,2,7,0.6,0.6,4,7.5,0.125,0.125
5,"N19",154,0.02,10,0,2.7,2.8,5,8,0.6,0.8,5.7,9.2,0.087719298245614,0.087719298245614
5,"N20",158,0.02,10,0,1.3,2.2,1,4,0.6,0.6,1.9,4.6,0.203007518796992,0.203007518796992
5,"N21",165,0.01,10,0,4.2,5.1,8,8,0.6,0.8,9,11.5,0.0396825396825397,0.0396825396825397
5,"N21",161,0.02,10,0,6.7,8.4,4,6,0.6,1,9.1,14.4,0.0832025117739404,0.0832025117739404
5,"N22",168,0.02,10,0,3.5,4.1,6,6,0.6,1,7.1,10.1,0.0603621730382294,0.0603621730382294
5,"N26",205,0.02,10,0,4.1,4.5,6,9,0.6,1.1,7.7,14.4,0.12430426716141,0.12430426716141
5,"N27",216,0.02,10,0,3.2,3.5,1,7,0.6,0.6,3.8,7.7,0.146616541353383,0.146616541353383
5,"N29",236,0.02,10,0,2,2.6,5,5,0.6,0.6,5,5.6,0.0171428571428571,0.0171428571428571
3,"I1",263,0.04,30,20,3.3,4.7,8,16,0.7,4.8,8.9,81.5,1.1653290529695,1.1653290529695
4,"I1",264,0.06,20,10,2.7,6.5,8,10,0.7,2.3,8.3,29.5,0.364888123924268,0.364888123924268
4,"I1",264,0.05,20,10,4.1,7.7,8,12,0.7,3.6,9.7,50.9,0.606774668630339,0.606774668630339
3,"I1",264,0.03,30,20,4.8,13.3,6,16,0.7,3.1,9,62.9,0.855555555555556,0.855555555555556
4,"I10",302,0.05,20,10,1.9,5.2,5,6,0.7,1.9,5.4,16.6,0.296296296296296,0.296296296296296
4,"I10",302,0.02,45,35,3.3,3.9,6,8,0.7,1.1,7.5,12.7,0.0990476190476191,0.0990476190476191
4,"I10",305,0.05,20,10,1.9,3.6,8,8,0.7,4,7.5,35.6,0.535238095238095,0.535238095238095
4,"I10",305,0.03,25,15,1.8,4.9,6,11,0.7,3.5,6,43.4,0.890476190476191,0.890476190476191
4,"I10",305,0.01,45,35,4.4,5.7,6,8,0.7,1.1,8.6,14.5,0.0980066445182724,0.0980066445182724
3,"I10",306,0.03,30,20,0.5,2,4,8,0.7,2.1,3.3,18.8,0.670995670995671,0.670995670995671
4,"I11",308,0.01,45,35,3.1,4.6,5,5,0.7,1.6,6.6,12.6,0.12987012987013,0.12987012987013
3,"I11",310,0.05,45,35,3.9,0,8,0,0.7,0,9.5,0,-0.142857142857143,0
4,"I11",311,0.06,20,10,1.6,4.3,6,8,0.7,2.1,5.8,21.1,0.376847290640394,0.376847290640394
4,"I12",314,0.03,25,15,3.3,10.8,2,8,0.7,2.1,4.7,27.6,0.696048632218845,0.696048632218845
3,"I12",314,0.03,30,20,5.4,16.1,8,13,0.7,3.4,11,60.3,0.64025974025974,0.64025974025974
3,"I2",265,0.01,40,30,3.2,10.5,3,8,0.7,1.5,5.3,22.5,0.463611859838275,0.463611859838275
3,"I2",267,0.06,45,35,3.2,0,6,0,0.7,1.1,7.4,0,-0.142857142857143,0
3,"I3",269,0.06,45,35,5.3,7.2,6,7,0.7,0.9,9.5,13.5,0.0601503759398496,0.0601503759398496
4,"I3",269,0.01,45,35,2.3,2.8,2,2,0.7,0.6,3.7,4,0.0115830115830116,0.0115830115830116
4,"I3",271,0.06,20,10,3.2,5.1,6,11,0.7,2.1,7.4,28.2,0.401544401544402,0.401544401544402
3,"I3",271,0.05,45,35,3.5,3.3,10,10,0.7,1.2,10.5,15.3,0.0653061224489796,0.0653061224489796
3,"I5",279,0.04,30,20,2.6,4.2,6,8,0.7,2.7,6.8,25.8,0.399159663865546,0.399159663865546
4,"I5",280,0.05,20,10,4.9,9.7,7,11,0.7,4.2,9.8,55.9,0.67201166180758,0.67201166180758
4,"I5",280,0.06,20,10,6.5,12.2,6,14,0.7,3.8,10.7,65.4,0.730307076101469,0.730307076101469
3,"I5",280,0.01,40,30,3.4,7.2,6,10,0.7,4.2,7.6,49.2,0.781954887218045,0.781954887218045
4,"I5",283,0.05,20,10,2.6,4.7,6,6,0.7,3.1,6.8,23.3,0.346638655462185,0.346638655462185
3,"I6",285,0.03,30,20,1.8,8.1,5,9,0.7,4.5,5.3,48.6,1.16711590296496,1.16711590296496
4,"I6",285,0.02,45,35,4.2,4.9,6,10,0.7,1.3,8.4,17.9,0.16156462585034,0.16156462585034
4,"I6",286,0.04,25,15,4.3,8.3,6,4,0.7,3.1,8.5,20.7,0.205042016806723,0.205042016806723
3,"I6",288,0.06,45,35,2.7,2.7,7,5,0.7,0.8,7.6,6.7,-0.0169172932330827,0
3,"I7",289,0.06,45,35,3.4,0,6,0,0.7,0,7.6,0,-0.142857142857143,0
4,"I7",290,0.06,20,10,3.3,6.2,8,11,0.7,2.7,8.9,35.9,0.43338683788122,0.43338683788122
3,"I7",290,0.05,45,35,1.5,2.5,6,6,0.7,1.2,5.7,9.7,0.100250626566416,0.100250626566416
3,"I7",291,0.03,30,20,3.5,13.1,9,11,0.7,5.8,9.8,76.9,0.978134110787172,0.978134110787172
3,"I7",291,0.02,40,30,3.2,10.1,8,10,0.7,2.2,8.8,32.1,0.378246753246753,0.378246753246753
4,"I8",294,0.04,25,15,0.5,1,7,8,0.7,2.1,5.4,17.8,0.328042328042328,0.328042328042328
3,"I8",294,0.01,40,30,4.2,6.2,6,8,0.7,2.6,8.4,27,0.316326530612245,0.316326530612245
3,"I8",294,0.02,40,30,3.2,7.5,6,8,0.7,3.5,7.4,35.5,0.542471042471042,0.542471042471042
3,"I8",294,0.05,45,35,3.2,3.9,5,8,0.7,1.6,6.7,16.7,0.213219616204691,0.213219616204691
4,"I8",295,0.04,25,15,3.9,7.6,6,9,0.7,1.9,8.1,24.7,0.292768959435626,0.292768959435626
3,"I8",295,0.04,30,20,3.4,10.9,6,10,0.7,3.8,7.6,48.9,0.776315789473684,0.776315789473684
3,"I9",298,0.01,40,30,2.9,7.2,6,12,0.7,1.6,7.1,26.4,0.388329979879276,0.388329979879276
3,"I9",298,0.06,45,35,3.4,0,6,0,0.7,0,7.6,0,-0.142857142857143,0
3,"I9",300,0.01,40,30,1.7,4.1,6,11,0.7,2.5,5.9,31.6,0.62227602905569,0.62227602905569
3,"I9",301,0.04,30,20,3.1,6.7,8,14,0.7,3.3,8.7,52.9,0.725779967159278,0.725779967159278
4,"N10",65,0.05,20,10,1.6,1.8,6,16,0.7,4.1,5.8,67.4,1.51724137931034,1.51724137931034
4,"N10",65,0.03,25,15,1.7,2.8,9,16,0.7,5.2,8,86,1.39285714285714,1.39285714285714
3,"N10",65,0.06,45,35,5.3,0,7,0,0.7,0,10.2,0,-0.142857142857143,0
3,"N10",66,0.01,40,30,1.6,5.3,6,12,0.7,2.3,5.8,32.9,0.667487684729064,0.667487684729064
3,"N12",81,0.05,45,35,5.7,0,10,0,0.7,0,12.7,0,-0.142857142857143,0
3,"N12",82,0.05,45,35,2.1,0,10,0,0.7,0,9.1,0,-0.142857142857143,0
3,"N12",84,0.05,45,35,3.2,3.7,9,8,0.7,0.9,9.5,10.9,0.0210526315789474,0.0210526315789474
3,"N16",137,0.04,30,20,1.4,2.6,2,6,0.7,1.3,2.8,10.4,0.387755102040816,0.387755102040816
4,"N16",139,0.02,45,35,0.8,0.5,3,6,0.7,1,2.9,6.5,0.177339901477833,0.177339901477833
4,"N18",147,0.04,25,15,2,1.2,2,6,0.7,1.6,3.4,10.8,0.310924369747899,0.310924369747899
4,"N18",147,0.02,45,35,2.6,2.7,2,2,0.7,1.3,4,5.3,0.0464285714285715,0.0464285714285715
3,"N18",148,0.01,40,30,1.2,3.7,4,7,0.7,1.8,4,16.3,0.439285714285714,0.439285714285714
3,"N19",153,0.05,45,35,1.8,2.2,4,7,0.7,1.2,4.6,10.6,0.186335403726708,0.186335403726708
3,"N20",156,0.01,40,30,2.2,3.9,7,10,0.7,2.5,7.1,28.9,0.438631790744467,0.438631790744467
4,"N20",156,0.02,45,35,1.1,1,4,8,0.7,0.6,3.9,5.8,0.0695970695970696,0.0695970695970696
3,"N20",158,0.02,40,30,4.2,10,8,16,0.7,1.9,9.8,40.4,0.446064139941691,0.446064139941691
4,"N20",159,0.04,25,15,3.2,6.7,6,10,0.7,2.4,7.4,30.7,0.44980694980695,0.44980694980695
3,"N20",159,0.04,30,20,1.6,4,7,11,0.7,5,6.5,59,1.15384615384615,1.15384615384615
4,"N21",164,0.06,20,10,3.7,10.5,7,17,0.7,3.2,8.6,64.9,0.935215946843854,0.935215946843854
3,"N21",164,0.02,40,30,6.5,11.1,8,13,0.7,2.3,12.1,41,0.341204250295159,0.341204250295159
3,"N21",164,0.05,45,35,6.6,0,8,0,0.7,0,12.2,0,-0.142857142857143,0
3,"N21",165,0.03,30,20,3.8,12.2,8,14,0.7,5.5,9.4,89.2,1.21276595744681,1.21276595744681
3,"N21",165,0.04,30,20,6.5,11.4,7,10,0.7,3.3,11.4,44.4,0.413533834586466,0.413533834586466
3,"N22",168,0.03,30,20,4.2,12.5,8,13,0.7,7.1,9.8,104.8,1.38483965014577,1.38483965014577
4,"N22",168,0.01,45,35,3.2,0,10,0,0.7,0,10.2,0,-0.142857142857143,0
4,"N22",169,0.06,20,10,3.5,5.5,4,7,0.7,2.2,6.3,20.9,0.331065759637188,0.331065759637188
4,"N22",170,0.06,20,10,3.3,7.1,6,7,0.7,2.6,7.5,25.3,0.339047619047619,0.339047619047619
3,"N22",170,0.04,30,20,3.9,6.6,7,9,0.7,1.7,8.8,21.9,0.212662337662338,0.212662337662338
3,"N22",170,0.05,45,35,4.7,0,7,0,0.7,0,9.6,0,-0.142857142857143,0
3,"N22",170,0.06,45,35,3,0,8,0,0.7,0,8.6,0,-0.142857142857143,0
3,"N23",182,0.04,30,20,3.4,4.2,8,10,0.7,2.1,9,25.2,0.257142857142857,0.257142857142857
3,"N23",182,0.02,40,30,6.5,14.1,6,9,0.7,2.5,10.7,36.6,0.345794392523365,0.345794392523365
4,"N23",182,0.02,45,35,6.5,3.2,2,2,0.7,2,7.9,7.2,-0.0126582278481013,0
3,"N23",183,0.03,30,20,2.2,6.5,6,9,0.7,2.6,6.4,29.9,0.524553571428572,0.524553571428572
3,"N24",191,0.03,30,20,6.6,11.2,3,5,0.7,5.2,8.7,37.2,0.467980295566503,0.467980295566503
3,"N24",192,0.03,30,20,4.8,17.5,7,9,0.7,5.8,9.7,69.7,0.883652430044182,0.883652430044182
4,"N26",202,0.05,20,10,1.8,7.3,8,15,0.7,3.2,7.4,55.3,0.924710424710425,0.924710424710425
4,"N26",205,0.03,25,15,4.3,8.8,6,10,0.7,5,8.5,58.8,0.845378151260504,0.845378151260504
4,"N26",206,0.06,20,10,3.5,8.5,6,10,0.7,0.7,7.7,15.5,0.144712430426716,0.144712430426716
3,"N26",206,0.02,40,30,4.9,7.3,8,10,0.7,0.9,10.5,16.3,0.0789115646258503,0.0789115646258503
3,"N27",212,0.05,45,35,5.9,6.2,9,8,0.7,1.3,12.2,16.6,0.0515222482435597,0.0515222482435597
3,"N27",212,0.06,45,35,6.3,0,10,1,0.7,2.9,13.3,2.9,-0.111707841031149,0
3,"N27",216,0.03,30,20,2.9,7.5,8,14,0.7,4.5,8.5,70.5,1.04201680672269,1.04201680672269
4,"N27",221,0.06,20,10,2.8,6.7,7,14,0.7,2.3,7.7,38.9,0.578849721706865,0.578849721706865
3,"N27",221,0.02,40,30,2.6,8.3,7,13,0.7,2.1,7.5,35.6,0.535238095238095,0.535238095238095
4,"N29",237,0.03,25,15,2.6,5.7,2,10,0.7,2.4,4,29.7,0.917857142857143,0.917857142857143
3,"N30",247,0.03,30,20,1.8,1.5,8,8,0.7,4.5,7.4,37.5,0.581081081081081,0.581081081081081
